CASEID,YEAR,ID,AGE,SEX,RACE,EDUC,PAEDUC,MAEDUC,SPEDUC,DEGREE,PADEG,MADEG,SPDEG,ATTRELIG,NUMDAYS,SUNDAY,MONDAY,TUESDAY,WEDNESDY,THURSDAY,FRIDAY,SATURDAY,ATTREG,MEDIAREL,OTHREL,OTHREL1,OTHREL2,OTHREL3,ATTWEEK,RELIGID,RELID1,RELID2,RELID3,RELIDBST,CATHID,CHARISMA,RELATE1,GENDER1,OLD1,MAR1,AWAY1,WHERE1,ISCO68,PAISCO68,SPISCO68,ISCO681,PAISC681,MAISC681,SPISC681,ISCO88,PAISCO88,MAISCO88,SPISCO88,SEI,FIRSTSEI,PASEI,MASEI,SPSEI,WRKSTAT,HRS1,HRS2,EVWORK,OCC,PRESTIGE,WRKSLF,WRKGOVT,COMMUTE,INDUSTRY,OCC80,PRESTG80,INDUS80,OCC10,INDUS10,MARITAL,AGEWED,DIVORCE,WIDOWED,SPWRKSTA,SPHRS1,SPHRS2,SPEVWORK,SPOCC,SPPRES,SPWRKSLF,SPIND,SPOCC80,SPPRES80,SPIND80,SPOCC10,SPIND10,PAOCC16,PAPRES16,PAWRKSLF,PAIND16,PAOCC80,PAPRES80,PAIND80,PAOCC10,PAIND10,MAOCC80,MAPRES80,MAWRKSLF,MAIND80,MAOCC10,MAIND10,SIBS,CHILDS,AGEKDBRN,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,MAWORK,MAWKBABY,MAWKBORN,MAWK16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,EARNRS,INCOME,RINCOME,CONINC,CONRINC,INCOME72,INCOME77,RINCOM77,INCOME82,RINCOM82,INCOME86,RINCOM86,INCOME91,RINCOM91,INCOME98,RINCOM98,INCOME06,RINCOM06,WEEKSWRK,PARTFULL,REGION,XNORCSIZ,SRCBELT,SIZE,DOTDATA,DOTPEOP,DOTTHNG,DOTGED,DOTSVP,DOTPRES,SPDOTDAT,SPDOTPEO,SPDOTTHN,SPDOTGED,SPDOTSVP,SPDOTPRE,PADOTDAT,PADOTPEO,PADOTTHN,PADOTGED,PADOTSVP,PADOTPRE,PARTYID,VOTE68,PRES68,IF68WHO,VOTE72,PRES72,IF72WHO,VOTE76,PRES76,IF76WHO,VOTE80,PRES80,IF80WHO,VOTE84,PRES84,IF84WHO,VOTE88,PRES88,IF88WHO,VOTE92,PRES92,IF92WHO,VOTE96,PRES96,IF96WHO,VOTE00,PRES00,IF00WHO,VOTE04,PRES04,IF04WHO,VOTE08,PRES08,IF08WHO,POLVIEWS,POLVIEWY,POLVIEWX,FEHOME,FEWORK,FEPRES,FEPOL,FEPOLY,FEIMP,FEINFO,FEFIRM,FECARE,FETHINK,FEWRITE,FEGIVE,FEJOIN,ABDEFECT,ABNOMORE,ABHLTH,ABPOOR,ABRAPE,ABSINGLE,ABANY,ABORCT,ABPRO1,ABPRO2,ABPRO3,ABCON1,ABCON2,ABCON3,ABIMP,ABINFO,ABFIRM,ABCARE,CHLDIDEL,CHLDMORE,CHLDNUM,CHLDSOON,PILL,TEENPILL,PILLOKY,PILLOK,SEXEDUC,DIVLAW,DIVLAWY,SPDUE,SPPAID,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,HOMOCHNG,STRIKE,CIVRIGHT,ANTIWAR,PROWAR,SCHOOL,HIT,HITAGE,HITNUM,GUN,GUNAGE,GUNNUM,HITOK,HITMARCH,HITDRUNK,HITCHILD,HITBEATR,HITROBBR,POLHITOK,POLHITOY,POLABUSE,POLMURDR,POLESCAP,POLATTAK,FEAR,FEARHOME,BURGLR,ROBBRY,OWNGUN,PISTOL,SHOTGUN,RIFLE,ROWNGUN,TICKET,ARREST,HUNT,HUNTOTHR,NEWS,TVHOURS,RADIOHRS,PHONE,ABHAVE1,ABHAVE2,ABHAVE3,ABLEGAL,FECHLD,FEHELP,FEPRESCH,FEFAM,ERAREAD,ERAMEANS,ERA,ERATELL,ERAWHY1,ERAWHY2,ERAWHY3,ERAIMP,ERAINFO,ERAFIRM,FEBEAR,FEWORKIF,RACSUBS,RACSUBGV,RACMAREL,RACMARPR,RACSUPS,RACTEACH,RACAVOID,RACCHNG,RACQUIT,RACDIF1,RACDIF2,RACDIF3,RACDIF4,SALFERGT,SALLABOR,SALSATFN,SALABORT,SALSCI,DEFSPDR,DEFSPDFG,HLPMINR,HLPMINFG,CUTSPDR,CUTSPDFG,PRIVACY,CIVIC,RUSHED,BORED,POLLGOOD,POLLTRUE,FESERVE,MESERVE,TAXSERVE,MILQUAL,MILPAY,FENUMOK,HINUMOK,BLNUMOK,HINUMOKY,BLNUMOKY,MILVOLOK,FIGHTAIR,MECHANIC,NURSE,TYPIST,BRASS,FIGHTLND,TRANSAIR,GUNNER,FIGHTSEA,FEFIGHT,FEDIRTY,FEBRASS,FEHLPMIL,DRAFT,DRAFTFE,DRAFTEM,DRAFTFEM,DRAFTCOL,DRAFTMAR,DRAFTPAR,DRAFTGAY,DRAFTCO,DRAFTDEF,VETFAM,VETFAMNW,MINMILOP,FEMILOP,COPUNISH,COJAIL,MILOKME,MILOKFE,UPGRADE,JOBTRAIN,NUKEWAR,LANDWAR,MORENUKE,LESSNUKE,NONUKE,GUERILLA,VETAID,DEFWRKEV,DEFWRKNW,MILWRKEV,MILWRKNW,RESDEFWK,HGUNLAW,HGUNCRIM,CRIMUP,CRIMDOWN,GUNSALES,GUNSDRUG,SEMIGUNS,GUNS911,RIFLES50,OTHGUNS,GUNSDRNK,SPNATDIS,NATDISIN,NATDISCM,NEWSPRNT,GETAHEAY
44117,2004,419,35,2,1,14,14,14,99,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,4,0,0,0,0,0,710,8329,710,0,3231,7222,3231,0,43.700001,-1,45.900002,43.700001,-1,1,50,-1,0,0,0,2,2,-1,0,207,60,832,0,0,1,0,2,2,9,99,99,9,0,0,9,0,999,0,999,0,0,0,0,2,0,634,43,999,0,0,207,60,2,832,0,0,2,2,24,4,2,1,1,0,0,0,0,0,1,3,1,0,2,3,1,1,0,1,,1,12,12,35106,35106,0,0,0,0,0,0,0,0,0,17,17,0,0,52,1,2,1,1,1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44118,2004,420,34,1,2,12,12,12,14,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,0,0,0,0,0,3709,9852,5500,710,4142,8322,9140,3231,53.900002,-1,35.099998,28.4,43.700001,1,40,-1,0,0,0,2,1,-1,0,355,47,412,0,0,1,0,1,2,1,40,-1,0,0,0,2,0,207,60,832,0,0,0,0,2,0,805,30,871,0,0,453,22,2,842,0,0,6,1,27,6,2,1,1,0,0,0,0,0,1,2,1,0,0,2,0,0,0,2,0,2,12,12,77233,42127,0,0,0,0,0,0,0,0,0,21,18,0,0,52,1,2,1,1,1518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44119,2004,421,36,2,1,16,4,4,17,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,1,0,0,0,0,0,0,0,0,250,0,0,0,2146,-1,-1,-1,-1,92.800003,7,-1,-1,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,2,2,1,45,-1,0,0,0,2,0,48,73,901,0,0,0,0,8,0,999,0,999,0,0,0,0,0,0,0,0,2,2,26,3,0,3,8,5,0,0,0,0,2,3,2,8,4,4,0,2,0,2,0,1,12,0,77233,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,8,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,0,4,0,1,2,-1,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44120,2004,422,57,2,2,16,12,12,16,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,0,0,0,0,0,2190,5895,0,0,1229,110,0,0,85.099998,-1,-1,-1,-1,1,60,-1,0,0,0,2,2,-1,0,14,64,842,0,0,1,0,2,2,5,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,431,49,932,0,0,999,0,2,999,0,0,3,0,0,4,9,3,1,0,0,0,0,0,1,8,1,0,0,2,0,0,0,2,,2,13,13,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,52,1,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44121,2004,423,21,2,2,12,11,11,97,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,63,3,0,0,0,0,0,3590,9594,5401,0,4133,7132,5131,0,41.599998,-1,34.200001,33.099998,-1,1,48,-1,0,0,0,2,2,-1,0,373,43,591,0,0,5,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,567,39,60,0,0,468,36,1,770,0,0,8,1,20,6,2,2,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,4,0,4,12,0,51488,0,0,0,0,0,0,0,0,0,0,19,0,0,0,26,1,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,1,8,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,2,2,0,0,0,4,0,2,1,-1,3,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44122,2004,424,42,1,2,16,12,19,16,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,41,1,0,0,0,0,0,2190,3911,710,1939,1229,4131,2230,2446,85.099998,-1,33.599998,73.199997,69.199997,1,40,-1,0,0,0,2,2,-1,0,14,64,850,0,0,1,0,2,2,1,98,-1,0,0,0,2,0,174,52,871,0,0,0,0,2,0,364,33,850,0,0,95,66,2,831,0,0,4,1,33,4,2,2,1,0,0,0,0,0,1,3,1,0,0,3,0,1,0,2,0,2,12,12,93615,51488,0,0,0,0,0,0,0,0,0,22,19,0,0,52,1,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44123,2004,425,53,1,2,12,12,12,97,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,3,0,0,0,0,0,7430,3919,7950,0,8154,4131,8263,0,42.400002,-1,37.299999,17.1,-1,1,44,-1,0,0,0,2,2,-1,0,757,30,192,0,0,3,0,0,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,365,27,999,0,0,744,28,2,151,0,0,1,1,27,6,2,3,1,0,0,0,0,0,1,3,1,0,0,2,0,0,0,2,,2,12,12,63190,63190,0,0,0,0,0,0,0,0,0,20,20,0,0,52,1,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44124,2004,426,44,1,2,18,97,99,14,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,1,0,0,0,0,0,1330,0,0,3949,2331,0,0,4222,78.5,-1,-1,-1,36.5,1,40,-1,0,0,0,2,1,-1,0,156,64,842,0,0,1,0,1,2,1,40,-1,0,0,0,2,0,319,39,999,0,0,0,0,0,0,0,0,0,0,0,999,0,0,999,0,0,8,0,0,6,2,3,5,2,0,0,0,0,9,2,1,0,0,2,0,0,0,2,0,2,12,12,63190,51488,0,0,0,0,0,0,0,0,0,20,19,0,0,40,1,2,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,-1,3,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44125,2004,427,28,2,1,12,97,8,97,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60,3,0,0,0,0,0,2190,0,4519,0,1229,0,5220,0,63.5,-1,-1,38.900002,-1,1,40,-1,0,0,0,2,2,-1,0,19,51,841,0,0,5,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,32,2,630,0,0,4,0,0,5,2,1,5,2,0,0,0,0,1,3,1,0,4,2,0,0,0,2,0,2,12,12,42127,42127,0,0,0,0,0,0,0,0,0,18,18,0,0,52,1,2,3,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44126,2004,428,43,1,1,13,15,14,97,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,4,0,0,0,0,0,2190,2190,1940,0,1233,1233,2412,0,73.300003,-1,74.900002,63.200001,-1,1,46,-1,0,0,0,2,2,-1,0,13,59,512,0,0,3,0,0,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,63,352,0,0,27,43,2,922,0,0,1,0,0,3,2,1,1,0,0,0,0,0,1,3,1,0,4,1,0,0,0,1,,1,12,12,51488,51488,0,0,0,0,0,0,0,0,0,19,19,0,0,50,1,2,3,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,2,0,0,0,1,9,9,9,9,0,0,4,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44127,2004,429,68,2,1,12,12,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,67,1,0,0,0,0,0,3319,7119,0,9530,4121,8111,0,7131,38,-1,36.400002,-1,26.700001,1,35,-1,0,0,0,2,2,-1,0,337,47,632,0,0,1,0,2,2,2,30,-1,0,0,0,1,0,595,37,60,0,0,0,0,1,0,616,35,41,0,0,0,0,0,0,0,0,1,3,24,3,2,3,1,0,0,0,0,0,2,3,1,0,4,2,0,0,0,2,0,2,12,12,42127,30425,0,0,0,0,0,0,0,0,0,18,16,0,0,52,1,2,3,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,0,2,2,2,2,0,0,0,4,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44128,2004,430,66,1,1,12,97,98,97,1,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,5,0,0,0,0,0,4519,0,0,0,5220,0,0,0,38.900002,-1,-1,-1,-1,5,-1,-1,1,0,0,2,2,-1,0,274,32,691,0,0,5,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,2,0,0,0,0,2,3,1,0,0,1,0,0,0,1,,0,12,0,151053,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,3,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,1,8,1,2,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,8,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,0,4,0,1,2,-1,3,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
